text,class,sentiment,confidence
"Dallas was a beyond helpful associate at the store. After searching the malls I finally convinced my bf to check out this store. Great, individualized service! It was especially refreshing after dealing with the not so friendly or helpful department store associates.My bf was in a little bit of a bind, needing nice slacks for an upcoming interview. Luckily the Men's Wearhouse has finished bottoms in many sizes and the bf walked out with a couple of pairs of pants, socks, and a belt. Of course, they pushed dress shirts and ties and shoes but with a simple, ""no thanks"" we moved on. Dallas made the shopping experience easy and quick. Give that man a raise!!!
",1,positive,95.4
"The customer service here was top notch! We came in to find a suit for my man, he is 6'6 and thin so finding clothes to fit him is near impossible. We were greeted by Steve as soon as we walked in. Before we know it he had the measuring tape out and several different suit options in hand. He also gave recommendations on shirt and tie combinations. They were having a 40% off sale on the entire store so we got a great deal. They were also able to tailor the suit pants within 4 days. I now have the exact pant and shirt measurements which will make it easy for future shopping extravaganzas.Thanks Steve! You did a great job.
",1,positive,63.3
"Men's wearhouse has always been really hit or miss for me- usually more miss than hit. Had a bad expeerince with the tuxes for my wedding. Same thing with my brother in laws wedding. Same thing with a few other trips. Somehow, this trip was a completely different experience. Had to get a shirt and tie for a ""dress nice please"" event so I figured, what the H. Stopped in and was greeted by Carmello. Said a nice hello and let me do my thang. After I couldn't find the shirt I was looking for he jumped in to help- The dude was awesome, by far the best service experience I have ever had at any one of their stores. I got my shirt, a matching tie and a new belt, all for about $100- not bad. He took my measurements right so I got stuff that is comfortable too (kind of the key to getting me to wear it a second time) and was that perfect balance of offering suggestions combined with actually listening to what I was saying. I can honestly say this guy will bring me back here!
",1,positive,83.1
"Last minute trip east and had to have a sports coat and tie. Went to the MW on Camelback and they had the perfect set up. Problem aw, it was a 2 for1 sale.....man I'm traveling! Don't have room for 2 coats, 2 shirts and 2 ties that I will never wear.No can do!! They explain....so my search, just by chance, took me to the MW on Tatum.Enter Travis and Rich. I explained the situation....and they're answer was ""you get we can take care of you!""  we found the same coat....the same shirt....and an even better tie!   And they discounted to the sale price for the one set!!  Now that's service!! And that's why I come back!!  To bad the other guy didn't get the memo!!!Great job Travis and Rich!!
",1,negative,87.3
"Oh my gosh I had a blast shopping with my brother today at the Men's Wearhouse! Ren was the most awesome sales guy ever and I highly recommend you go see him. I usually hate shopping but Ren made the experience exciting and fun. Please go see Ren for all your business wear needs and tell him Dione and Joseph sent you, you will not be disappointed I promise you. Thank you Ren for everything!
",1,positive,75.2
"We enjoyed working with the staff at this location to decide on the tuxes for our wedding. We did a fair amount of online research into the color  style we were aiming for and knew which suit we really wanted to see upon arrival.We were greeted as we entered the store and the employee walked us directly over to the suit we were seeking so that we could see the fit and ensure it was good to go. The exact size that we needed was not available in the store, however, they were happy to order it for us and it was in within about a week.  They do alterations on site, so you don't need to worry about the suit being sent offsite and they take about two weeks to get done (they will rush them for you if needed - we had the time).  Tomorrow we plan to pick up his altered suit and we'll be all set to go!All the groomsmen seemed to have good experiences in their local stores as well, so it's not a bad chain to choose for all the men in you party if you are looking for a good national chain to make things convenient like we were!Overall: AGreat experience, quick order fulfillment and alterations on site.  We would recommend them to friends!
",1,positive,84.7
"Was in town for a brother's wedding and somehow my jacket sleeve ripped. Going to a tailor would take too long so I checked out Men's Warehouse which was having another sale.I am skeptical of places that always seem to have sales but I got a great deal on two jackets. The store selection was good (found my exact size), especially considering they were having a sale and the place was crowded.I forgot the name of the guy who helped me but, wow, it was like I was the only guy in the place. I got some compliments on my new jacket and had a great time at the wedding.  I got my original jacket repaired and decided to donate it to my church's social program.
",1,negative,61.3
"Just recently dealt with these guys for my wedding. Tux fitting went amazing and to be honest the entire staff was awesome every time we came in and Paul constantly went above and beyond for us. We even had a problem with my dads tux and the men's wear house in Tucson and Paul fixed it all up here. These guys are a cut above and made the experience to be the absolute least stressful aspect of the entire wedding prep and ceremony! Thanks again!
",1,negative,50.6
"This store has treated me so well since April of 2013, I buy a lot of suitsshirts and they have always been a pleasure to deal with. Jason is really nice and the rest of the staff has always been easy to deal with and very kind. I highly recommend this store, and definitely getting your suits tailored here as well!
",1,positive,96.5
"I have no idea how to dress my husband and neither does he, so I went here asking for help. Dakota the salesmen who helped me is such a pro. Friendly, knowledgable and put together several options. He should style for men's magazines. Thank you Dakota!
",1,positive,90.0
"I went in on a Saturday to buy a suit. I was very impressed with the sales associate, Emmett, who was incredibly friendly and helpful. After getting measured for the tailoring, Emmett told me that it would take until (I think) Thursday. I explained that I would need the suit a bit sooner than that. Emmett was very accomodating and arranged for it to be available Tuesday. Perfect!Emmett was also great in that when I explained my budget constraints, he didn't try to upsell me (which has happened before) and he didn't leave me when he found out that I wasn't a big spender.I like the way I look in the suit, which is also important. But it's the high standard of excellent service that has won me as a client for as long as I need suits. Bottom line, gentlemen, if you need a suit, go talk to Emmett.
",1,negative,82.9
"I am a sales associate for a company called Sleep America.  I have an appreciation for sales techniques and I am a tough critic. I was greeted immediately by a man named Alex Parsons with a smile. He was dressed sharp and was very clean cut. He asked a few qualifying questions which I appreciated. I had brought in an expensive pair of shoes with me in hopes to find a belt to match. He asked for the shoe and immediately found a great belt in my size. He then asked if I would be interested in a pair of slacks to try it on with. (which was a seamless transition into an upsell... much appreciated) but the important thing to note... he asked not told. I said absolutely I would. He pulled around 6 options and continued to explain the different materials as well as styles. I decided on a flat front pair of pants made of whool. (great quality as well) I asked for a shirt to complete my ensemble. Unfortunately I have a difficult body frame and have a difficult time finding the correct fit and size. He even went to the trouble of asking the tailor to take a look. I felt like I was getting royal treatment and Alex spent a great amount of time with me, answering all of my questions, and meanwhile tidying up the store and giving me space. I decided to purchase the slacks, with a permanent crease, and had them hem the slacks as well. I was out the door with a new belt, a pair of great slacks and shoe pollish to boot! Thank you Alex for all of your great work. I have already referred a co-worker and he purchased two pairs of slacks and two shirts. The Tempe Marketplace store is fantastic, but more importantly, Alex was fantastic. I would prep him for a promotion if I was in management because he has all of the qualities of a manager. If anyone is reading this and thinking of purchasing from this location, call and ask for Alex. He really suprised me because many of the reviews are so-so. He was unlike any other associate at nordstrom or macys (which is where I usually get my clothing) Call and set an appointment with him, you won't regret it!Thanks again, Alex Danesi
",1,positive,59.6
"I love this location! Ask for Sandra in the Tux section - she does image consulting and will give you the, ""God's honest truth"" about your fashion picks. She picks out clothes & suits for me all the time - she is a God-send! Seriously - visit this location the next time you need casual, dress and formal wear & ask for Sandra!
",1,positive,54.7
"Used this location for my Wedding Tux rental.  There are 11 total rentals for my upcoming wedding - Me, Best Man, 5 Groomsmen, 2 Dads (biological and step), and 2 ring bearers (twin boys).  They got me in, and out in about 30 minutes for the initial meeting.  They explained all the options, pricing, etc.  Very professional.  The ""kid"" (probably 22) didn't provide much assistance or recommendations...but the other staffers that assisted me did.  This part of the review I would give 4 stars - slightly better than average serviceetc.  1 star deducted because I HAVE to pick up the tux 2 days before the wedding and not the day before.Popped in there this past weekend for the fittingmeasurements - was in and out in 5 minutes!  But then I decided to browse (bc using the voucher towards a new suit vs the free tux).  Emmett H. - was there to assist me. I didn't think I needed assistance (bought many suits in my life) - but Emmett was great.  He has a calm professional demeanor about him.  He was very knowledgeable about all the suits and the origins, fabric, stitching, etc.  Very very helpful.  He then helped me look at this fantastic suit - Italian made, imported wool, German stitching style - Top Notch.  I can't wait to pick it up.  Emmett said he has 2 (I believe) FT Tailors on-hand and can have the alterations done relatively quickly (permitting demand).  I think Emmett is my new Suit-Guy in AZ!Overall - 4.5 stars.  Emmett gets 5, the store 4, so overall 4.5.
",1,positive,89.2
"As a recent college graduate, I went to get a suit for my current and future job interviews. I already had a list of my preference in hand as I walked into the store. I was immediately greeted by a sales associate who looked over my list and found exactly what I wanted. The suit he grabbed also qualified for their buy one, get one free program so I ended up getting two suits. My interview was the next day, so they were able to get it tailored in time for the interview and I pick up my second suit today (one week later). I was in and out in 30 minutes. Yes, they will try to sell you dress shirts, ties, socks, shoes, tie bars, etc, but if you know what you want, then its not a big deal. I highly recommend this location (by superstition mall) and will be returning here in the future to get alterations done on some of my other clothes.
",1,negative,58.3
"One of the disadvantages of being a lean, tall guy that likes to stay in shape is that it is absolutely impossible to find clothes that fit.  My neck is small, and my arms are long, so I have no choice but to have my clothing either custom-manufactured or altered.Artful Tailoring is on point in all regards.  The owner, Aladdin Dimas, a native of Damascus, Syria, has been learning the trade since he was 14.  He knows cool, and he knows how to accentuate the best and worst parts of the human figure.  His prices are very fair, and his textile collection is world-class.Go check him out.  He's put together an above-average website which you can access by clicking on the above link to the business' info, and I suggest you do so.In the market for a new shirt  Don't settle for a 'fitted' Kenneth Cole... go give Aladdin a shot!  He'll make you look like a million bucks!
",1,positive,54.5
"Located in the corner of a strip mall located at the SWC of Elliot and Dobson on the northwest side of Chandler.  Don't freak over the word Chandler, its just a bit east of the 101.  Worth the drive.  Nice, unassuming.  Does great work.  I hate when I get pants hemed and the tailor plays chicken and egg with you.       ""Do you want it like this (moves the pant leg up 14"") or like this     (moves it down)""  This guy will take one look, make a mark and done.  Perfect every time.
",1,positive,86.4
"This guy altered a pair of my jeans and a fancy dress of mine, and both items came out PERFECT!Quick turn around time too.Love it.
",1,negative,63.6
"Ahhh, my favorite place for tailoring! Us short people rely on places like Artful Tailoring. It's been a while since I have been in, but I have given them everything from my Lucky Brand sweats, to Ann Taylor slacks to an old pair of jeans for mending! I've never had a bad experience here and their prices are fair. Service is fantastic and you can count on your clothes being ready when promised! The store is clean and has an upscale feel. Aladdin is knowledgeable and friendly. They are great at difficult jobs or specialty items too! Won't ever go anywhere else.
",1,negative,68.0
"I have bee going to Artful Tailoring for about 5 years since I moved to the valley and the work is execptional.I have had two custom made dress shirts made and about 25 other shirts redone to fit me better.The work is high quality and well done, highly recommend it to everyone.
",1,positive,87.5
"I don't wear suits often, so I totally appreciated their advise on what will make me look my best.  Extremely professional, and they really know their stuff.  After they showed me the tailoring that needed to be done, I could really see how a good suit is supposed to look.  This place rocks.  If I had to do it all over again, I would visit the Tailor BEFORE even going out to buy a suit.  He helps you know what to look for in a suit.
",1,positive,69.1
"What can I say about this place but it is wonderful! I had three dresses altered there and the prices where way less than I expected to pay. My sister-in-law took her wedding dress there for a rush fix and he did it so quickly and perfectly, I would recommend Artful Tailoring to anyone.
",1,positive,90.9
"Best tailor I've found in the Valley. I'm very short and very particular about fit & length, and he gets it right to a T. He's talented, personable, and charges a fair price.BTW, I don't get all the bad reviews - are we even talking about the same tailor
",1,negative,83.0
"I have been more than impressed by Artful Tailoring in making some custom shirts for me.  They have done a lot of alterations for my jeans, as well as a suit that I bought there.  Seems to be more than legit, so not sure why the negative reviews here...I guess some people just do not ""mesh"".  I would highly recommend their services to anyone at this point.
",1,positive,53.7
"A few years ago, I had an unfortunate experience at Artful Tailoring. Recently, the owner reached out to me after reading review. He regretted the situation and wanted to make it right.I have a back log of clothes that need to be altered so I was happy to meet with him again. I knew he could be trusted with the more complicated items (i.e. anything other than pants that need hemming) because of the work he did for me previously.This time I had two dresses taken in at the shoulders and a pair of jeans taken in at the waist. The first dress had embroidery at the shoulders so he did an ""easy fix"" that involves folding the material. I was a little hesistant at first, but it looks good and fits even better. I've never had jeans taken in before so I was worried how they would turn out. Now my beloved mint jeans fit perfectly with just two small darts sewn in the back. They aren't really noticable, and besides, I usually wear my shirts untucked anyways.All the work was ready when promised. I'll be back soon to have some more clothing shortened to fit my midget frame.
",1,negative,79.8
"A few weeks ago I heard a story that this location was selling suits 2 for 1.  I didn't believe this until I got there.  How could any place make a deal like this  I ended up getting paired up with a guy named Gabe.  Instantly I thought he was your typical men's clothing store kind of guy until I started peppering him with questions.  Very quickly it became apparent Gabe knew a lot more about both casual and business suits.  I had specific ideas for my suits as they needed to breathe well.  After showing me several different types of suits Gabe picked out 5 suits and I loved eash instantly.  I then had to cut down to two suits for the final purchase.  He then talked about the positives and negatives of each suit.  There wasn't any BS spewing, just facts and numbers and personal opinion.  I will be back to the store monthly to see what the latest sales.  Thanks for all your help Gage!  Sorry to ask a million questions.
",1,negative,52.3
"Awesome staff! The guy who helped me was named Skip happened to be a suit wizard and got me in and out with exactly what I was looking for. The tailor Joaquin was awesome as well and knew I was kinda in hurry and got my two pair of pants tailored under 15 min. Would definitely recommend this place if you need a suit!
",1,positive,74.7
"I give this place six stars and a bag of chips!!I was an usher in a wedding today. When I arrived at church, i realized that I left my tie (which was by design the same as the other ushers and groomsmen) at home and did not have enough time to go home to get it...SO with the help of Yelp, I found a nearby Men's Wearhouse and called them to explain the problem while heading over. They said they had a silver tie but it might not match exactly. At this point I'm like ""a silver tie that doesn't exactly match is waaaaay the heck better than NO tie"".When I got there an EXTREMELY nice saleslady informed me that they had the exact silver tie over at another store and she would be happy to:1. Give me the almost-but-not-perfectly-matching silver tie so I could get back to the church to get to my usher duties and2. Drive up to the store that had the exact matching tie and then drive over to the church to DELIVER IT...Now, like most folks, I don't love asking people I don't know for favors and this was A LOT to ask for a tie, but I've heard brides can be particular about stuff pertaining to their weddings so I figured since she was willing then erroring on the side of safety would be a good way to go. so I left with the one tie to do my usherly duties and a bit later, the unbelievably kind sales lady showed up at church with the legit tie.  Wow... this was so far above and beyond what I've come to expect from anyone in business, I'm still kind of thinking that that will probably never happen again...OH yeah, I forgot... they did all of this for free. I didn't have to pay extra for the tie or her time to run get it. Nada.Anyways, like I said... 6 stars plus a bag of chips.
",1,negative,57.2
"I have been a member of GWV Y since it originally opened.  The staff is amazing, the location is amazing and the facility is one of the best maintained fitness centers in Charlotte.My favorite classes are Kickboxing, Cycle, Athletic Conditioning and Zumba.  Note:  I recently started taking Zumba at GWVY and the sessions have been great.The KB instructor is simply amazing.  The class and all of the participants are like a family.   The great thing about the Y also is that we often get together after a great class...and go to some of the best restaurants (see my reviews) in the downtown area.In addition to the great facility, the GWV Y does amazing things for the community and offers great opportunities to volunteer!I highly recommend the GWV Y for total mind, body and spirit!!!****I miss my KB instructor but have really enjoyed taking the occasional Turbo Kick class.  The structure and queuing is different ...but can provide a good workout.
",1,positive,97.3
"I worked out here for about a month and a half when I was working in Charlotte.  The locker rooms and the equipment are all very clean, and you always have a fresh towel available to you.  The staff that work here are super nice, friendly, and are always willing to lend a hand.  I like this Y better than the other ones around Charlotte mostly because it's not always super crowded and you almost never have to wait to use a machine.  I really like the classes- especially spin - I forgot her name but my lady (she was pregnant at the time) was always motivating and kept me going!  It's a nice cozy little gym that is very convenient if you live within walking distance.  Parking is readily available too if you aren't.
",1,negative,69.8
"This is a really great gym! It's very well maintained and always clean, the equipment is in good shape, and you just can't say no to towel service. The staff and instructors are tremendously nice and helpful, and the crowd is laid back without the ""strutting"" that you can see at other gyms. I never see it packed or desolate, so there's always a good atmosphere of activity without having to stand around waiting on equipment.
",1,positive,61.9
"Besides being super convenient to get to, the Gateway Y is clean and the staff is very friendly!My husband and I had been going to the Dowd since we got our membership, and although I like the Dowd, it was getting more and more crowded- having to show up for a class 30 minutes before its starts isn't always feasible!  The Gateway always has plenty of class space- most classes I've attended have had less than 6 people, which is so great!All the equipment is very new and clean and you can always find a machine without any wait time- and never have a problem getting a bike for Spin (even showing up 5 minutes before).This is now our go to Y during the week!
",1,negative,91.7
"I love the Gateway Village Y.  The staff are very friendly and do a great job keeping the facility clean.  Unlike some of the other Y's in the area, Gateway is typically not super crowded.  Its a great place to go to take group exercise classes.Be sure to look up the parking codes on their branch website so you can park in the parking lot right beside the Y after 4:30 each weeknight.  Otherwise you have to park in the parking deck up the street.
",1,positive,74.9
"Try the new Crossfit classes with Coach Steffie! You will get your money's worth and then some. I see her almost 4 times a week and I'm fittest I've ever been in my life! The Y is clean, lots of equipment, showers are super clean and kept well. Huge locker room. Hardly ever crowded.
",1,positive,53.9
"This gym is bright, modern, and clean, the staff is friendly and helpful, and they offer a nice variety of group exercise classes (including CrossFit). It's the perfect place to get in a quick workout on your own or try a class.The Gateway Village YMCA is small but I've never seen it overly crowded. Cardio machines and weights are on the main level with the locker rooms; the group exercise rooms are downstairs. Check the website for parking information (I walk there but there's a free lot [with access code] in the evenings and they validate up to 2 hours in the garage).
",1,positive,86.6
"By far the best gymwork out facility in Charlotte.  Going to the Dowd Y is like going to work out and then going to the spa, it is a completely rejuvenating experience that's a great way to start... or end your day.  I always leave the Y feeling fresh and clean and more alive than when I went in.  Not only do they have a completely renovated downstairs weight room, a number of racquetball and handball courts, row upon row of exercise bikes, treadmills and elliptical machines, but they also have top notch classes, trainers and programs.  The Dowd has classes at different times throughout the day, so no matter what your schedule, chances are you can find a yoga class, or a spin class that works for you.The Men's Locker Room ( I can't comment on the women's as I've never been in there) also boasts an exercise room featuring cardio machines and some free weights as well as areas to stretch and warm-up. There's also a  huge whirlpool, steam room and sauna.  After a grueling workout, nothing beats the sauna, steam ,shower. combo.  The whirlpool relaxes your muscles.  The sauna opens up your pores, while the steam room helps clean out your respiratory system allowing you to feel revitalized , and the showers wash away the sweat and dirt from your workout preparing you to face the world at the top of your game.The Dowd YMCA is a great place; with state of the art equipment , programs, classes and  people.
",1,positive,66.9
"For the money, you really can't beat this deal.  For half as much as I was paying for my gym membership in Chicago, I get an all-access membership to the YMCAs in Charlotte.  The facilities are great, the staff are all helpful, and the Dowd Branch (probably the best location) is near my home.I have heard a lot about the locker break-ins, but have been lucky so far (knock on wood).Nice work, YMCA!
",1,positive,69.6
"I grew up attending the Harris YMCA so working downtown and making the switch to the Dowd was quiet a change.  There aren't screaming kids or summer camps just adults getting fit.  The classes there are awesome and pretty much every member of my office takes 1-2 every week.  The women's locker room has a great little work out area of it's own, nestled right in between the lockers and only a few feet away from the showers.  It's perfect for when you need to be in and out, or if you just enjoy working out in a smaller area.  There is a sweet spot for treadmills on the 3rd floor.  They face out so you can watch joggers run up E. Morehead and think about how much harder they are running then you are, as you run in place.  Nevertheless, the 3rd floor is never as crowded as the second and you will definitely see regulars.  The showers are clean and the steam and sauna are perfect for when you feel it's time for a spa day, or even hour.
",1,positive,75.4
"The Dowd Y is by far the best workout facility in the area for the money. From their class selection to workout equipment to friendly staff, you can't beat this gym. With a reasonable monthly fee that gives you access to all the YMCAs in Charlotte, this gym is the best bang for your buck. In terms of classes, the Total Strength and Roc-it Circuit Training are great if you like direction when doing any sort of strength training. The Pilates, Yoga, Cardio Dance and Cycle instructors are all quite helpful and make you feel comfortable whether you're a first-timer or partake in a class every day. Only class that gave me pause was Athletic Conditioning - instructor bellowing orders at me over loud speakers for 60 minutes just isn't my cup of tea - but it is apparently a great workout as people come out of it drenched in sweat. I've very rarely seen an ""out-of-order"" sign on any equipment, and with multiple floors (including weight and cardio equipment in the ladies locker room), you hardly ever have to wait for a machine. Staff is uber-helpful and always cheery no matter what time of the day. Fair warning: parking can be a bit difficult in the evenings, and is downright ridiculous in January with all the newcomers. So if you're trying to make one of the multiple group exercise classes, give yourself extra time to park to save yourself some stress. Overall great experience; I highly recommend this gym.
",1,positive,82.3
"This Y is by far the best offered in Charlotte.  I really can't think of a reason to give it less than 5 stars.  The only sticky issue can be parking if you come during peak hours.  This facility is spacious with multiple floors of equipment.  There are always receptionists at the front desk available to answer questions (or in my case help me when I forget my card).  I use the women's gym most often which has machines, free weights, sauna, steam room, jacuzzi, and showers.  Not to mention they offer free use of their hair dryers and clean fresh towels!!  The locker room is always in pristine condition.  In fact, I've never walked in when a maintenance woman wasn't there!  They also have an array of classes to meet anyone's needs!  Some of the other services available that I haven't used are:- childcare-pro-shop (sell gym gear, drinks, power bars, etc).-poolLove this place!
",1,positive,75.6
"So since I have given up on Inner Peaks (boo) I have needed a new gym to get myself back into shape...a couple friends recommended Dowd and after a tour I was convinced this would be a great place for me. Wow this gym is like Globo gym in Dodge-Ball!  7 (or 8) floors, pretty much every type of service you could look for....smoothie bar, dietician, towel service etc.   They keep things fun and interesting with unique classes ..so since I get bored easily this is the main attraction for me! While I think some of the classes are a bit too jam packed, I do think the instructors do a nice job of motivating everyone and offering some individualized attention. I've really liked the pool facilities - and have even ventured into the hot-tub (scary at most gyms, but really is kept up here). I still recommend wearing flip-flops and showering beforeafter just in case. I'm totally with Nicole in that kiddies are cute and all but not when I am trying to work out- so I like that I know the pool has never been peed in!Overall as a few people mentioned this place isn't completely perfect - parking's a B and  I feel they could amp up the AC in Keith gym but overall it really has exceeded my expectations!
",1,positive,54.7
"I never knew I could love a gym so much! So if you look at this gym from the outside, it looks a bit outdated. Before I started going, I knew alot of people went there which perplexed me since it looks more like an office building from the 60's rather than a gym. But step on it and everything changes..... They have a beautiful lounge area that reminds me of a lounge area on a cruise ship. Tons of comfy seats, windows and free wi fi too! Free wifi at the gym Yes, I totally go to the YMCA to get my wi fi on. They also have a cafeteria-esque food joint. I can do that because of the spacious locker rooms they have. They have lockers you can rent out on the monthly or bring your own lock and use one of the daily use ones. In the women's locker room they have the standard showers, whirlpool, sauna, steam room but they also have a separate workout room down there complete with cardio machines, machines and free weights. Their showers are bigger than the ones at my house which is pretty small so I can go workout, shower, dry my hair, go to the lounge and ""lounge"" with free wifi for a couple of hours. Oh yeah, I guess I should talk about the actual gym component eh I've been to different Y's in Charlotte and Y's in other cities and the Dowd has the most recent models of treadmills, ellipticals and weight machines I've seen. For people without cable (like me) they have tons of machines with tv's, hooray!! Yeah, it gets busy in the morning or right after work but they are open until 10pm on weeknights so there is more than enough time to go!
",1,negative,55.5
"Join this gym!  I've just moved to Chicago and I miss the Dowd Y so much!  This gym is always clean, there are always employees of some sort nearby doing their job of assistance or cleaning.  Their is plenty of equipment, but peak times can exhaust what's available.  I don't care, I like a busy gym.  Empty ones are dull and boring.Be sure to attend athletic conditioning classes conducted by Becky (if you're advanced) and Roy ( if you're not yet advanced).  They're fantastic and worth the time, you may have to crawl to your car the first time.  Also take yoga from Jonathan or Mary.  All the instructors are very good, but these are my favorites.  I miss you guys!
",1,negative,78.8
"First of all, this place is phenomenal.  I have a membership to the Morrison (close to work), but decided to come try out Dowd on the weekend since it's so close to my house.I walked in and asked where the cardio machines are.  The staff member behind the counter let me know that they have a few cardio machines in the Women's locker room and the rest were on the next floor.  I walked into the locker room just to check out the machines (imagining a treadmill next to the shower) and was SHOCKED.  And I really do mean I was floored.  The Women's locker room has to be about 2,000 sq ft!  It's enormous!  There is basically a Women's gym inside the locker room!  I fell in love.  Lockers, a Jacuzzi, showers, mirrors to get ready, hair dryers, a cardio room, changing rooms, weight machines, yoga mats, a tv, and more!  Holy crap, did I just die and go too gym-heaven!Needless to say I didn't actually make it out of the Women's locker room to see the rest of the building.  In my defense, I didn't really need to.  They had everything I needed right there!  What a wonderful place!  I will definitely be back!
",1,positive,81.8
"First of all, the last thing I would do is rate a gym poorly for being crowded. It's obvious right away that the Dowd is a VERY popular place - for good reason. Although parking came be very limited, arriving with that expectation makes coming here at 5:30pm every other day much easier to swallow. This gym is flat out awesome. Many different rooms, great free weight area, great nautilus section, hybrid machine section, etc.But, the best part about the Dowd, for me, is the lengthy class schedule. Every day of the week, many throughout the day, and very accommodating to different sections of the body. Spin classes are awesome, just make sure to sign up for a bike early - they will and always do fill up. Convenient location on Morehead, close to many other parks in the area, and pretty easy to get in and out of. Overall, I love it here and couldn't recommend it enough!
",1,positive,80.3
"I recently visited this facility visiting Charlotte, NC. One note, I'm not sure why they have this 301 S. College st. address unless it's for mailing purposes only, because they is nothing that a new, unfamiliar visitor can use knowing this address that will help you find this Bat Cave. The address on the outside of the building says something TOTALLY different, and unrelated to '301' 'College' or 'St'. But, after calling the staff help me via telephone to find their location. I was very impressed with the facility and its cleanliness. All cardio equipment has there own cleaning spray and towels, which is very convenient, in that you don't have to walk all around trying to find out where the cleaning materials are located. I also took the Body Pump class with Sue M. and another young lady. The class was great and I'd suggest others to take it as well.Also, I got a chance to watch the Zumba class (instructor by Ms. B (*I can't remember her name at the moment))..but it looked very entertaining to say the least.Great job to the staff I'll definitely recommend this facility and will consider returning to it on my next Charlotte, NC visit.
",1,positive,89.6
"I was staying at the Hilton next door and got access to the YMCA.  Nice!  One of the days, I woke up with a sore throat.  Headed to the gym anyways, but started coughing horribly just as I checked in.  Had to walk out to clear my throat then went back in and hopped on an elliptical machine.  The lady at the front desk was so nice!  She brought me a cup of water because she noticed that I was coughing so much earlier.  Amazing service!  Now I wish I belonged to a YMCA back home.  Going to have to look into it for sure.
",1,negative,81.4
"I prefer CK YMCA to Dowd during the week. For one thing, it's less crowded. I also feel that people are a bit more ""real"" at CK... I don't feel underdressed when I'm working out and people actually talk to you -whereas at Dowd I feel a bit inferior because I don't own any Lululemon & I actually take my makeup off before working out. Don't get me wrong, there are some great people at Dowd & you'll find me there most Sundays -but for a middle class person that works in uptown, I find CK way more welcoming & a better workout environment than Dowd during the work week.
",1,positive,76.2
"I came to Madison and tried out this club.  VERY  NICE for the individual price.  A warm pool, lap pool, two hot tubs, cardioweight room upstairs, weight room downstairs, raquetball courts, you name it.  Had a great workout, and and an awesome protein shake at their smoothy bar on my way out!  Really nice staff too!
",1,positive,98.0
"Harbor Athletic Club is great.  We use it all the time - swimming classes for the boys and yoga, pilates, and cardio classes for my wife.  No classes for me, but I still enjoy the club.Membership dues are right in line with other major clubs in the area.Highly recommended!
",1,positive,61.5
"Look, I love this place and I don't want you to join. It's the antithesis of the meat market known as Princeton club. Sadly, smoothie barcafe is gone. Harbor is a really laid back health club that has everything that I need and more. The only downfalls are that it's super old and kind of put together like a corn maze.8 years and counting!
",1,negative,68.7
"Member here for 10 years total--  I love clean! I love being able to walk away from noisy kids and go into another pool since i am a swimmer I like choices. Cool people -- members keep to themselves dont try to interfere with your workout with chit chat  I LOVE THIS !! We are busy working out no talking needed ! Great classes!  Great equipment and you can use other clubs too with their membership win win But umm yeah don't join K It is hard enough to find parking as it is !I went astray for a bit I will admit tried the Princeton Club to see what I was missing out on all the hoopla. What I found was old band aides that did not seem to move for days left around the pool and inches of standing water where you are supposed to wring out your suit NASTY !!I found my way back and like the Prodigal son who returns home after making mistakes I am back and I am happy!!
",1,positive,61.8
"I have the utmost respect for Dr. Teng . He is truly the most caring and competent physician I have ever seen. Always on call and never too busy to take charge at anytime ND. He got me through a very difficult time and I know if I needed him right now he would be at the other end of the phone or meeting me at the hospital. He is a man with a true commitment to his profession and the finest Dr. and gentlemen I have ever met. His brother works hand in hand with as his antheisologist and also a true professional. Office staff caring, competent, and always ready to make things work. As you can see I wish I could go to him for everything that was in need of attention. I wish him and all his staff the best always and look forward  to my follow up visit in a couple of months. one other point of information. Always has a can do and wonderful attitude. Thank you Dr. Teng You saved my life. Thanks again Steve & Hobie Hellerstein
",1,positive,90.6
"Best surgeon in Las Vegas.  I can only give a double thumbs up.  He is the most amazing and compassionate surgeon that I have met
",1,positive,79.8
"Dr Teng completed Para esophageal Hiatal Hernia surgery on me in September 2014. I chose Him because he has extensive experience as a General Surgeon. He lived up to His positive surgical reputation. With any surgery there are risks and not everything is always perfect. With that said, I have had minimal side effects to this point, 2 months later.
",1,positive,60.1
"Dr. Teng is a great surgeon. I was recommended by my oncology doctor. I went to Dr. Teng during March of 2014 to get my Power Port removed. A week later, I went to Summerlin Hospital and had my surgery with Dr. Teng. After half an hour or so, he got my Power Port out safely. Dr. Teng is very quick and cares for his patients. Would recommend if anyone needs surgery.
",1,negative,67.8
